,FG,distance,angle,area,ForceX,ForceY,ForceZ,TimeStamp
0,0,,,,11,19,19,0.002655506134033203
1,0,,,,13,16,10,0.04688620567321777
2,0,,,,13,16,10,0.08990931510925293
3,0,,,,15,18,16,0.13567662239074707
4,0,,,,15,16,14,0.17943286895751953
5,0,,,,18,15,17,0.22066259384155273
6,0,,,,11,15,11,0.2633802890777588
7,0,,,,14,18,18,0.30937647819519043
8,0,,,,19,14,19,0.3516876697540283
9,0,,,,10,11,18,0.3946969509124756
10,0,,,,10,11,18,0.4408564567565918
11,0,,,,19,19,13,0.4813246726989746
12,0,,,,19,16,13,0.5234367847442627
13,0,,,,12,10,13,0.5682854652404785
14,0,,,,18,18,12,0.6100301742553711
15,0,,,,13,14,13,0.6508309841156006
16,0,,,,13,14,13,0.6953718662261963
17,0,,,,14,10,19,0.7375385761260986
18,0,,,,13,19,19,0.7824692726135254
19,0,,,,19,19,13,0.8254871368408203
20,0,,,,19,11,13,0.8666424751281738
21,0,,,,18,16,15,0.9069905281066895
22,0,,,,12,18,17,0.9478373527526855
23,0,,,,12,18,17,0.9903426170349121
24,0,,,,10,11,11,1.0359220504760742
25,0,,,,13,19,12,1.0789597034454346
26,0,,,,16,18,11,1.1205534934997559
27,0,,,,17,11,17,1.1596298217773438
28,0,,,,16,17,16,1.2023601531982422
29,0,,,,16,17,16,1.2464301586151123
30,0,,,,13,10,13,1.288444995880127
31,0,,,,10,14,13,1.332726240158081
32,0,,,,19,15,19,1.3768930435180664
33,0,,,,10,14,13,1.4193456172943115
34,0,,,,13,17,12,1.4644653797149658
35,0,,,,19,15,17,1.5107271671295166
36,0,,,,19,10,15,1.5536823272705078
37,0,,,,19,10,15,1.5945947170257568
38,0,,,,16,10,19,1.6370985507965088
39,0,,,,16,13,12,1.6801364421844482
40,0,,,,16,17,18,1.7243154048919678
41,0,,,,16,11,13,1.767463207244873
42,0,,,,14,17,19,1.813129186630249
43,0,,,,12,15,19,1.8596327304840088
44,0,,,,10,10,18,1.9023704528808594
45,0,,,,10,10,18,1.9440886974334717
46,0,,,,12,12,11,1.9853620529174805
47,0,,,,10,16,14,2.0252766609191895
48,0,,,,12,14,14,2.068781614303589
49,0,,,,11,19,12,2.110208034515381
50,0,,,,11,19,12,2.149143695831299
51,0,,,,18,12,18,2.1922292709350586
52,0,,,,17,12,10,2.2345573902130127
53,0,,,,12,14,18,2.2767386436462402
54,0,,,,14,17,16,2.31974196434021
55,0,,,,13,19,13,2.3623061180114746
56,0,,,,10,17,15,2.404728889465332
57,0,,,,10,17,15,2.4478769302368164
58,0,,,,12,14,14,2.4923346042633057
59,0,,,,10,11,16,2.5335400104522705
60,0,,,,18,14,19,2.5758614540100098
61,0,,,,15,18,10,2.6201231479644775
62,0,,,,15,12,15,2.664248466491699
63,0,,,,11,13,12,2.709087371826172
64,0,,,,11,13,12,2.75152325630188
65,0,,,,19,13,19,2.7928898334503174
66,0,,,,12,16,19,2.8358376026153564
67,0,,,,10,15,16,2.877925395965576
68,0,,,,19,11,15,2.9209742546081543
69,0,,,,18,19,18,2.964479923248291
70,0,,,,19,13,17,3.0104756355285645
71,0,,,,19,13,17,3.056957483291626
72,0,,,,18,15,14,3.1025874614715576
73,0,,,,10,13,14,3.145413637161255
74,0,,,,18,12,18,3.188948631286621
75,0,,,,14,17,17,3.233649492263794
76,0,,,,11,11,18,3.2758378982543945
77,0,,,,11,10,13,3.3157894611358643
78,0,,,,11,10,13,3.3580846786499023
79,0,,,,18,10,11,3.400169610977173
80,0,,,,12,13,10,3.4423556327819824
81,0,,,,11,11,14,3.485748052597046
82,0,,,,12,14,18,3.5273244380950928
83,0,,,,17,19,10,3.569889783859253
84,0,,,,17,17,19,3.6110401153564453
85,0,,,,17,17,19,3.6518890857696533
86,0,,,,16,15,18,3.694556713104248
87,0,,,,17,11,10,3.7387475967407227
88,0,,,,12,11,12,3.781100034713745
89,0,,,,10,15,13,3.825676202774048
90,0,,,,15,16,18,3.8706400394439697
91,0,,,,17,13,11,3.9145004749298096
92,0,,,,17,13,11,3.9565987586975098
93,0,,,,17,19,15,3.998239278793335
94,0,,,,14,18,14,4.042561292648315
95,0,,,,19,13,16,4.085341691970825
96,0,,,,14,10,15,4.126635313034058
97,0,,,,17,10,16,4.1717681884765625
98,0,,,,18,10,10,4.215571641921997
99,0,,,,18,10,10,4.260804176330566
100,0,,,,11,10,13,4.304276704788208
101,0,,,,19,11,19,4.349672079086304
102,0,,,,14,12,17,4.393943548202515
103,0,,,,14,13,10,4.438785076141357
104,0,,,,18,14,17,4.482513189315796
105,0,,,,18,15,15,4.52574348449707
106,0,,,,14,14,18,4.570465087890625
107,0,,,,14,14,18,4.61321496963501
108,0,,,,19,12,19,4.658138036727905
109,0,,,,18,14,16,4.700547456741333
110,0,,,,12,13,12,4.745448112487793
111,0,,,,12,13,18,4.790486097335815
112,0,,,,16,18,13,4.834616184234619
113,0,,,,10,15,12,4.879811763763428
114,0,,,,17,12,17,4.92568039894104
115,0,,,,15,17,10,4.968850612640381
116,0,,,,15,17,10,5.013315200805664
117,0,,,,17,15,13,5.057815074920654
118,0,,,,14,19,17,5.098442792892456
119,0,,,,17,18,12,5.142354726791382
120,0,,,,14,17,16,5.182033061981201
121,0,,,,10,11,19,5.225552320480347
122,0,,,,10,11,19,5.265655755996704
123,0,,,,11,15,14,5.3102827072143555
124,0,,,,15,18,10,5.353200674057007
125,0,,,,13,14,14,5.398688793182373
126,0,,,,15,13,10,5.444641351699829
127,0,,,,14,11,10,5.489762783050537
