,FG,distance,angle,area,ForceX,ForceY,ForceZ,TimeStamp
0,0,,,,14,19,15,0.0014154911041259766
1,0,,,,11,18,11,0.04072141647338867
2,0,,,,13,14,16,0.08218789100646973
3,0,,,,16,14,17,0.12483334541320801
4,0,,,,10,16,12,0.16457319259643555
5,0,,,,10,16,12,0.2080678939819336
6,0,,,,12,14,19,0.24898576736450195
7,0,,,,17,12,12,0.2909684181213379
8,0,,,,12,12,18,0.33164501190185547
9,0,,,,12,14,17,0.37439751625061035
10,0,,,,11,18,19,0.4144463539123535
11,0,,,,11,18,19,0.4550302028656006
12,0,,,,15,12,12,0.49681949615478516
13,0,,,,17,10,17,0.537745475769043
14,0,,,,17,12,14,0.5803687572479248
15,0,,,,18,13,17,0.6246793270111084
16,0,,,,16,15,13,0.6664738655090332
17,0,,,,16,15,13,0.707918643951416
18,0,,,,14,12,14,0.7519409656524658
19,0,,,,18,12,15,0.7956407070159912
20,0,,,,13,12,12,0.8367025852203369
21,0,,,,18,10,10,0.8774974346160889
22,0,,,,14,14,19,0.9213647842407227
23,0,,,,14,14,19,0.96164870262146
24,0,,,,16,19,15,1.0023512840270996
25,0,,,,18,13,13,1.0447356700897217
26,0,,,,12,13,14,1.0896868705749512
27,0,,,,14,19,18,1.1346261501312256
28,0,,,,17,12,12,1.1797504425048828
29,0,,,,13,18,13,1.2260808944702148
30,0,,,,12,12,17,1.271538257598877
31,0,,,,17,19,17,1.3162322044372559
32,0,,,,17,19,17,1.3584649562835693
33,0,,,,17,18,13,1.4013261795043945
34,0,,,,13,15,18,1.4416475296020508
35,0,,,,18,10,13,1.4818789958953857
36,0,,,,13,11,11,1.524935007095337
37,0,,,,17,18,16,1.5670146942138672
38,0,,,,17,18,16,1.6091985702514648
39,0,,,,12,14,14,1.6540594100952148
40,0,,,,10,19,19,1.6951584815979004
41,0,,,,19,18,15,1.7378621101379395
42,0,,,,12,19,19,1.7815351486206055
43,0,,,,16,19,19,1.8233485221862793
44,0,,,,16,19,19,1.8657917976379395
45,0,,,,11,13,14,1.9105608463287354
46,0,,,,17,12,15,1.9521613121032715
47,0,,,,15,10,19,1.9974961280822754
48,0,,,,15,15,13,2.0388176441192627
49,0,,,,19,14,16,2.0821781158447266
50,0,,,,17,18,13,2.1250197887420654
51,0,,,,17,18,13,2.1653923988342285
52,0,,,,14,13,11,2.2069621086120605
53,0,,,,18,13,15,2.2507808208465576
54,0,,,,16,12,18,2.2959227561950684
55,0,,,,12,19,19,2.3374249935150146
56,0,,,,16,10,11,2.3807406425476074
57,0,,,,18,17,14,2.422682046890259
58,0,,,,18,17,14,2.4693140983581543
59,0,,,,16,10,18,2.51322865486145
60,0,,,,10,11,18,2.55517578125
61,0,,,,11,13,12,2.5987513065338135
62,0,,,,18,12,10,2.6385741233825684
63,0,,,,10,10,14,2.6826248168945312
64,0,,,,15,13,12,2.727748394012451
65,0,,,,15,13,12,2.7716240882873535
66,0,,,,19,16,13,2.8118579387664795
67,0,,,,14,10,12,2.854097366333008
68,0,,,,12,13,14,2.8988547325134277
69,0,,,,15,17,19,2.943223237991333
70,0,,,,11,19,15,2.9865942001342773
71,0,,,,17,18,18,3.0310587882995605
72,0,,,,16,19,17,3.0750906467437744
73,0,,,,16,19,17,3.1197855472564697
74,0,,,,13,11,14,3.163031578063965
75,0,,,,15,12,14,3.2039451599121094
76,0,,,,13,12,19,3.245512008666992
77,0,,,,17,12,13,3.2854275703430176
78,0,,,,12,14,12,3.326993227005005
79,0,,,,12,14,12,3.370952844619751
80,0,,,,14,16,19,3.412309169769287
81,0,,,,19,12,11,3.4557836055755615
82,0,,,,13,16,17,3.496743679046631
83,0,,,,13,19,15,3.5400421619415283
84,0,,,,14,10,14,3.580369472503662
85,0,,,,14,10,14,3.6236588954925537
86,0,,,,14,13,13,3.6655261516571045
87,0,,,,19,18,11,3.7064502239227295
88,0,,,,15,12,11,3.748156785964966
89,0,,,,14,14,15,3.7905571460723877
90,0,,,,19,14,12,3.8346309661865234
91,0,,,,19,14,12,3.875476360321045
92,0,,,,19,10,12,3.916738510131836
93,0,,,,12,16,14,3.9584147930145264
94,0,,,,13,13,17,4.001446723937988
95,0,,,,11,16,15,4.043256521224976
96,0,,,,11,18,19,4.0862717628479
97,0,,,,11,18,19,4.128281116485596
98,0,,,,10,11,11,4.17382025718689
99,0,,,,17,19,11,4.218381404876709
100,0,,,,10,11,11,4.265188694000244
101,0,,,,12,11,16,4.307008743286133
102,0,,,,17,16,15,4.349868297576904
103,0,,,,18,15,14,4.3922107219696045
104,0,,,,17,14,13,4.4337849617004395
105,0,,,,17,14,13,4.477854490280151
106,0,,,,11,11,10,4.519863843917847
107,0,,,,13,16,19,4.563472747802734
108,0,,,,13,11,17,4.6063971519470215
109,0,,,,12,11,10,4.650219440460205
110,0,,,,15,16,19,4.692943811416626
111,0,,,,17,19,19,4.73565149307251
112,0,,,,17,19,19,4.779290676116943
113,0,,,,18,14,19,4.820240497589111
114,0,,,,18,15,18,4.862744331359863
115,0,,,,13,11,19,4.90723991394043
116,0,,,,12,19,17,4.950283527374268
117,0,,,,16,15,14,4.994805335998535
118,0,,,,12,18,13,5.040802240371704
119,0,,,,12,10,16,5.086688280105591
120,0,,,,12,10,16,5.130269527435303
121,0,,,,17,10,19,5.170928001403809
122,0,,,,14,18,19,5.213562488555908
123,0,,,,13,12,10,5.257113218307495
124,0,,,,18,10,11,5.301572322845459
125,0,,,,16,10,14,5.340798377990723
126,0,,,,16,10,14,5.382252931594849
127,0,,,,11,17,17,5.426609516143799
128,0,,,,11,15,18,5.472939491271973
129,0,,,,12,16,13,5.514601707458496
130,0,,,,10,13,15,5.556362152099609
131,0,,,,17,13,15,5.601269960403442
132,0,,,,15,15,16,5.6440510749816895
133,0,,,,15,15,16,5.687884569168091
134,0,,,,10,16,12,5.730219602584839
135,0,,,,11,12,18,5.776205778121948
136,0,,,,11,11,11,5.81724739074707
137,0,,,,15,13,17,5.863301753997803
138,0,,,,18,17,11,5.903975963592529
139,0,,,,16,11,17,5.945417165756226
140,0,,,,11,13,15,5.989214658737183
141,0,,,,11,13,15,6.031369924545288
142,0,,,,17,11,15,6.073533773422241
143,0,,,,10,16,17,6.1168365478515625
144,0,,,,18,14,15,6.15921950340271
145,0,,,,13,15,18,6.201122999191284
146,0,,,,13,13,17,6.242239952087402
147,0,,,,13,13,17,6.285425424575806
148,0,,,,10,18,12,6.330780744552612
