,FG,distance,angle,area,ForceX,ForceY,ForceZ,TimeStamp
0,0,,,,13,12,10,0.0020492076873779297
1,0,,,,19,17,15,0.044295310974121094
2,0,,,,16,12,14,0.08573150634765625
3,0,,,,16,12,14,0.1290128231048584
4,0,,,,12,13,12,0.17112946510314941
5,0,,,,19,18,17,0.21420717239379883
6,0,,,,19,16,15,0.260359525680542
7,0,,,,12,19,17,0.3033735752105713
8,0,,,,18,15,16,0.3464350700378418
9,0,,,,16,17,11,0.3942101001739502
10,0,,,,11,13,14,0.44037652015686035
11,0,,,,14,12,12,0.48365139961242676
12,0,,,,14,18,19,0.5322539806365967
13,0,,,,14,18,19,0.5780744552612305
14,0,,,,10,11,11,0.6214940547943115
15,0,,,,12,13,19,0.6642782688140869
16,0,,,,13,13,17,0.708259105682373
17,0,,,,15,13,13,0.7494025230407715
18,0,,,,10,17,10,0.7928822040557861
19,0,,,,10,14,11,0.8358850479125977
20,0,,,,10,14,11,0.8784093856811523
21,0,,,,12,11,18,0.9204490184783936
22,0,,,,19,12,16,0.9623246192932129
23,0,,,,17,18,16,1.0094563961029053
24,0,,,,19,17,19,1.0534875392913818
25,0,,,,15,13,11,1.0954365730285645
26,0,,,,19,11,19,1.1387133598327637
27,0,,,,19,11,19,1.1820547580718994
28,0,,,,15,17,16,1.2213959693908691
29,0,,,,15,16,13,1.263078212738037
30,0,,,,11,17,17,1.3028802871704102
31,0,,,,10,12,17,1.3462178707122803
32,0,,,,12,11,17,1.3867146968841553
33,0,,,,12,11,17,1.428884744644165
34,0,,,,16,19,13,1.4699006080627441
35,0,,,,18,10,12,1.5104243755340576
36,0,,,,15,14,17,1.5500454902648926
37,0,,,,17,14,19,1.5921664237976074
38,0,,,,17,14,19,1.6335155963897705
39,0,,,,13,11,19,1.673884630203247
40,0,,,,17,15,17,1.7183258533477783
41,0,,,,13,13,14,1.7594304084777832
42,0,,,,14,18,12,1.8033134937286377
43,0,,,,11,16,15,1.8460402488708496
44,0,,,,14,19,18,1.8897790908813477
45,0,,,,14,19,18,1.9348218441009521
46,0,,,,10,12,14,1.977464199066162
47,0,,,,16,14,10,2.019038200378418
48,0,,,,11,14,18,2.062204360961914
49,0,,,,17,13,19,2.103985071182251
50,0,,,,10,12,13,2.1452949047088623
51,0,,,,10,12,13,2.185912847518921
52,0,,,,10,15,18,2.227043628692627
53,0,,,,12,11,19,2.2696290016174316
54,0,,,,14,11,12,2.312551975250244
55,0,,,,14,19,14,2.3519489765167236
56,0,,,,17,10,14,2.3956568241119385
57,0,,,,17,10,14,2.4392452239990234
58,0,,,,16,19,10,2.4818315505981445
59,0,,,,10,12,16,2.525491952896118
60,0,,,,12,16,14,2.5697247982025146
61,0,,,,19,12,18,2.6098105907440186
62,0,,,,12,11,16,2.6502647399902344
63,0,,,,11,19,14,2.6940860748291016
64,0,,,,11,19,14,2.739675283432007
65,0,,,,15,13,11,2.779956579208374
66,0,,,,17,19,12,2.8209950923919678
67,0,,,,15,14,17,2.8623502254486084
68,0,,,,15,19,13,2.9069745540618896
69,0,,,,16,19,12,2.9499828815460205
70,0,,,,16,19,12,2.994720935821533
71,0,,,,10,11,17,3.0381460189819336
72,0,,,,15,19,16,3.0842881202697754
73,0,,,,17,10,15,3.12644100189209
74,0,,,,14,15,16,3.1680822372436523
75,0,,,,19,12,16,3.2125227451324463
76,0,,,,10,16,15,3.2550368309020996
77,0,,,,13,13,15,3.2994964122772217
78,0,,,,13,13,15,3.3410732746124268
79,0,,,,18,11,12,3.3806376457214355
80,0,,,,17,14,16,3.421924114227295
81,0,,,,18,13,15,3.465276002883911
82,0,,,,18,16,16,3.5054266452789307
83,0,,,,13,11,17,3.548363447189331
84,0,,,,13,11,17,3.5904381275177
85,0,,,,14,13,12,3.6318552494049072
86,0,,,,17,18,10,3.67433500289917
87,0,,,,13,17,14,3.714627504348755
88,0,,,,16,18,16,3.7579352855682373
89,0,,,,16,18,16,3.7976362705230713
90,0,,,,16,12,18,3.8408541679382324
91,0,,,,19,14,12,3.886701822280884
92,0,,,,16,19,11,3.932711601257324
93,0,,,,16,18,14,3.973966598510742
94,0,,,,11,19,17,4.01693868637085
95,0,,,,19,11,10,4.061781167984009
96,0,,,,14,13,11,4.106950998306274
97,0,,,,13,11,12,4.151853799819946
98,0,,,,13,11,12,4.193979024887085
99,0,,,,14,15,12,4.239300489425659
100,0,,,,19,16,17,4.284547567367554
101,0,,,,14,14,12,4.3258960247039795
102,0,,,,15,11,10,4.367200613021851
103,0,,,,14,14,14,4.40947961807251
104,0,,,,14,14,14,4.452032566070557
105,0,,,,11,15,18,4.492239236831665
106,0,,,,13,17,19,4.5323381423950195
107,0,,,,12,15,16,4.573954820632935
108,0,,,,10,14,11,4.615979433059692
109,0,,,,17,10,12,4.661824941635132
110,0,,,,15,11,15,4.706968069076538
111,0,,,,15,11,15,4.750906705856323
112,0,,,,15,17,14,4.791881084442139
113,0,,,,11,11,19,4.83209753036499
114,0,,,,18,14,11,4.87598180770874
115,0,,,,14,17,15,4.917713642120361
116,0,,,,14,16,19,4.958706855773926
117,0,,,,14,16,19,4.998560667037964
118,0,,,,19,15,15,5.0399229526519775
119,0,,,,12,11,17,5.0844950675964355
120,0,,,,17,12,19,5.13003396987915
121,0,,,,18,11,11,5.172934293746948
122,0,,,,15,18,17,5.21526312828064
123,0,,,,15,18,17,5.256936311721802
124,0,,,,18,14,19,5.299257516860962
125,0,,,,17,15,10,5.34015417098999
126,0,,,,18,14,12,5.385816812515259
127,0,,,,14,10,16,5.430538177490234
128,0,,,,18,12,13,5.475233316421509
129,0,,,,16,10,17,5.5199267864227295
130,0,,,,19,14,15,5.562536239624023
131,0,,,,19,14,15,5.606231451034546
132,0,,,,14,12,17,5.647356986999512
133,0,,,,10,12,15,5.688948154449463
134,0,,,,19,14,14,5.733666896820068
135,0,,,,14,18,17,5.7761805057525635
136,0,,,,16,15,14,5.819514751434326
137,0,,,,14,15,13,5.860023021697998
138,0,,,,14,15,13,5.90476131439209
139,0,,,,19,10,16,5.946369886398315
140,0,,,,17,12,18,5.990407943725586
141,0,,,,17,14,19,6.033108711242676
142,0,,,,13,12,15,6.072719097137451
143,0,,,,15,14,10,6.112250089645386
144,0,,,,15,14,10,6.153443098068237
145,0,,,,16,14,19,6.196505784988403
146,0,,,,15,17,14,6.238665819168091
147,0,,,,15,19,14,6.280317783355713
148,0,,,,14,19,14,6.3211047649383545
149,0,,,,14,19,14,6.361781597137451
150,0,,,,15,17,13,6.406319856643677
151,0,,,,16,15,18,6.447369813919067
152,0,,,,18,10,12,6.490346670150757
153,0,,,,10,15,12,6.534470319747925
154,0,,,,18,12,19,6.579402685165405
155,0,,,,12,17,10,6.622594356536865
156,0,,,,14,13,15,6.667705774307251
157,0,,,,14,13,15,6.711189270019531
158,0,,,,16,16,19,6.755303382873535
159,0,,,,18,18,18,6.797849178314209
160,0,,,,18,17,10,6.839623689651489
161,0,,,,12,13,19,6.882246494293213
162,0,,,,19,17,12,6.927917957305908
163,0,,,,12,17,18,6.96867561340332
164,0,,,,12,17,18,7.011282205581665
165,0,,,,10,14,13,7.052229404449463
166,0,,,,19,10,12,7.0954484939575195
167,0,,,,10,13,14,7.1415088176727295
168,0,,,,15,12,11,7.183151006698608
169,0,,,,10,17,16,7.2274861335754395
170,0,,,,10,16,16,7.2711405754089355
171,0,,,,10,16,16,7.315737009048462
172,0,,,,18,13,10,7.3572893142700195
173,0,,,,16,14,10,7.400153398513794
174,0,,,,18,16,12,7.442491292953491
175,0,,,,14,14,16,7.486027002334595
176,0,,,,10,12,14,7.528099536895752
177,0,,,,10,12,14,7.569864273071289
178,0,,,,18,16,19,7.613894939422607
179,0,,,,16,19,15,7.654809236526489
180,0,,,,15,18,10,7.694867372512817
181,0,,,,13,10,11,7.737390995025635
182,0,,,,14,19,12,7.780641555786133
183,0,,,,15,19,15,7.825254201889038
184,0,,,,15,19,15,7.871383190155029
185,0,,,,15,11,10,7.913957357406616
186,0,,,,15,11,17,7.958769083023071
187,0,,,,11,17,17,8.002704858779907
188,0,,,,16,12,11,8.043036222457886
189,0,,,,16,14,14,8.08421277999878
190,0,,,,10,14,13,8.126324892044067
191,0,,,,10,14,13,8.1694815158844
192,0,,,,17,18,13,8.213560104370117
193,0,,,,15,16,18,8.26061749458313
194,0,,,,13,17,11,8.30223274230957
195,0,,,,17,10,16,8.344104766845703
196,0,,,,19,15,14,8.384584188461304
197,0,,,,10,11,13,8.425539016723633
198,0,,,,10,11,13,8.469014167785645
199,0,,,,13,10,17,8.514951229095459
200,0,,,,13,19,18,8.558156251907349
201,0,,,,18,13,14,8.604323387145996
202,0,,,,18,14,10,8.647098064422607
203,0,,,,14,11,16,8.693430662155151
204,0,,,,11,11,13,8.738326072692871
205,0,,,,16,10,18,8.780659675598145
206,0,,,,16,10,18,8.825281381607056
207,0,,,,14,12,16,8.867044925689697
208,0,,,,12,16,10,8.907011270523071
209,0,,,,11,11,10,8.948842763900757
210,0,,,,12,16,16,8.991872549057007
211,0,,,,14,11,18,9.038804054260254
212,0,,,,15,10,12,9.08254599571228
213,0,,,,15,10,12,9.126366138458252
214,0,,,,18,15,18,9.169414281845093
215,0,,,,17,19,18,9.215247392654419
216,0,,,,12,12,15,9.262609481811523
217,0,,,,18,17,10,9.307974100112915
218,0,,,,12,16,19,9.35165524482727
