,FG,distance,angle,area,ForceX,ForceY,ForceZ,TimeStamp
0,0,,,,19,10,19,0.002128124237060547
1,0,,,,19,10,19,0.04472947120666504
2,0,,,,17,19,17,0.08571839332580566
3,0,,,,11,13,12,0.12915992736816406
4,0,,,,15,16,14,0.17369723320007324
5,0,,,,12,18,13,0.21863532066345215
6,0,,,,13,15,10,0.2621009349822998
7,0,,,,15,12,17,0.306793212890625
8,0,,,,15,12,17,0.35013532638549805
9,0,,,,10,15,13,0.39230918884277344
10,0,,,,19,16,14,0.43595099449157715
11,0,,,,13,11,11,0.4767425060272217
12,0,,,,16,12,14,0.5166618824005127
13,0,,,,11,12,14,0.5579907894134521
14,0,,,,11,12,14,0.6005768775939941
15,0,,,,15,14,15,0.6449482440948486
16,0,,,,11,16,14,0.6863420009613037
17,0,,,,14,15,15,0.7307848930358887
18,0,,,,16,14,11,0.7732515335083008
19,0,,,,15,17,18,0.8156852722167969
20,0,,,,15,17,18,0.8559355735778809
21,0,,,,15,17,12,0.901500940322876
22,0,,,,14,12,10,0.9437611103057861
23,0,,,,16,15,14,0.987271785736084
24,0,,,,17,19,11,1.027977466583252
25,0,,,,14,13,12,1.0677869319915771
26,0,,,,16,10,12,1.1103997230529785
27,0,,,,16,10,12,1.1546082496643066
28,0,,,,19,12,16,1.1984939575195312
29,0,,,,17,13,18,1.248011827468872
30,0,,,,19,16,14,1.288182258605957
31,0,,,,15,16,18,1.3282887935638428
32,0,,,,19,18,10,1.3705379962921143
33,0,,,,14,17,15,1.4124341011047363
34,0,,,,14,17,15,1.4545295238494873
35,0,,,,13,17,16,1.4981262683868408
36,0,,,,16,19,18,1.5414786338806152
37,0,,,,15,16,18,1.5828289985656738
38,0,,,,10,11,10,1.6282405853271484
39,0,,,,12,11,16,1.6728742122650146
40,0,,,,12,13,17,1.71873140335083
41,0,,,,16,16,16,1.7630276679992676
42,0,,,,16,16,16,1.8047261238098145
43,0,,,,19,10,19,1.847688913345337
44,0,,,,11,12,13,1.8875751495361328
45,0,,,,16,14,18,1.9309146404266357
46,0,,,,18,16,11,1.9710826873779297
47,0,,,,18,16,11,2.011430025100708
48,0,,,,13,18,10,2.054837703704834
49,0,,,,10,11,10,2.0978305339813232
50,0,,,,10,13,14,2.1404826641082764
51,0,,,,17,11,12,2.185229778289795
52,0,,,,10,15,10,2.2269833087921143
53,0,,,,17,18,13,2.269117832183838
54,0,,,,17,18,13,2.3119661808013916
55,0,,,,11,14,12,2.352226495742798
56,0,,,,19,15,18,2.391617774963379
57,0,,,,11,18,14,2.4346983432769775
58,0,,,,15,18,13,2.4770424365997314
59,0,,,,18,15,10,2.5187957286834717
60,0,,,,18,15,10,2.5605955123901367
61,0,,,,18,16,16,2.6015055179595947
62,0,,,,19,17,17,2.6467299461364746
63,0,,,,13,12,15,2.690614700317383
64,0,,,,19,13,16,2.7327845096588135
65,0,,,,19,15,10,2.7761781215667725
66,0,,,,15,17,12,2.8198468685150146
67,0,,,,15,17,12,2.8634064197540283
68,0,,,,17,16,14,2.9079601764678955
69,0,,,,14,10,10,2.949430227279663
70,0,,,,14,13,18,2.9895176887512207
71,0,,,,10,10,19,3.03193736076355
72,0,,,,18,18,11,3.0730395317077637
73,0,,,,18,18,11,3.114885091781616
74,0,,,,15,14,19,3.1603665351867676
75,0,,,,16,16,11,3.2034835815429688
76,0,,,,18,10,17,3.249447822570801
77,0,,,,14,11,11,3.2953054904937744
78,0,,,,19,13,17,3.3389432430267334
79,0,,,,18,15,19,3.3829808235168457
80,0,,,,17,16,17,3.4293723106384277
81,0,,,,17,12,16,3.470994234085083
82,0,,,,17,12,16,3.516490936279297
83,0,,,,14,12,17,3.560854911804199
84,0,,,,12,11,15,3.6026906967163086
85,0,,,,15,15,12,3.6453285217285156
86,0,,,,19,10,10,3.688373565673828
87,0,,,,18,17,10,3.728464365005493
88,0,,,,19,13,14,3.7707173824310303
89,0,,,,19,13,14,3.811251640319824
90,0,,,,14,12,15,3.854337215423584
91,0,,,,12,16,13,3.8956165313720703
92,0,,,,13,15,11,3.935837745666504
93,0,,,,13,17,17,3.9764175415039062
94,0,,,,13,17,17,4.018031120300293
95,0,,,,14,11,12,4.057807445526123
96,0,,,,12,19,11,4.100213050842285
97,0,,,,16,15,18,4.145019769668579
98,0,,,,15,14,18,4.185930490493774
99,0,,,,19,15,16,4.228555917739868
100,0,,,,19,15,16,4.272202253341675
101,0,,,,17,14,13,4.315177917480469
102,0,,,,10,15,10,4.357946395874023
103,0,,,,13,13,14,4.402632713317871
104,0,,,,14,13,19,4.446478366851807
105,0,,,,13,15,15,4.489825010299683
106,0,,,,19,12,19,4.535093307495117
107,0,,,,11,19,19,4.576561689376831
108,0,,,,11,19,19,4.622426509857178
109,0,,,,17,13,14,4.668140888214111
110,0,,,,16,12,10,4.709520578384399
111,0,,,,14,18,12,4.7542266845703125
112,0,,,,11,18,17,4.7973432540893555
113,0,,,,18,12,10,4.843071699142456
114,0,,,,15,14,13,4.883883714675903
115,0,,,,14,13,17,4.930701732635498
116,0,,,,14,13,17,4.975571155548096
117,0,,,,13,18,15,5.019989967346191
118,0,,,,10,13,16,5.063098907470703
119,0,,,,15,10,10,5.102624177932739
120,0,,,,15,14,17,5.14497971534729
121,0,,,,16,16,17,5.189236879348755
122,0,,,,11,12,14,5.232780456542969
123,0,,,,11,12,14,5.2789013385772705
124,0,,,,14,16,16,5.322486162185669
125,0,,,,19,12,18,5.363830804824829
126,0,,,,12,14,13,5.406242370605469
127,0,,,,11,13,12,5.450015068054199
128,0,,,,11,16,18,5.493075609207153
129,0,,,,10,18,15,5.535359621047974
130,0,,,,10,18,15,5.57853889465332
131,0,,,,18,10,14,5.622765064239502
132,0,,,,15,18,16,5.667035102844238
133,0,,,,12,17,15,5.710421562194824
134,0,,,,16,10,19,5.753333330154419
135,0,,,,18,17,18,5.79416036605835
136,0,,,,17,10,13,5.833869457244873
137,0,,,,17,10,13,5.877826929092407
138,0,,,,13,19,16,5.919502258300781
139,0,,,,16,15,13,5.960756301879883
140,0,,,,17,19,15,6.0019567012786865
141,0,,,,11,14,15,6.046808958053589
142,0,,,,10,12,13,6.089809894561768
143,0,,,,10,12,13,6.133116245269775
144,0,,,,10,19,11,6.175318717956543
145,0,,,,18,12,15,6.218144416809082
146,0,,,,18,17,14,6.263025999069214
147,0,,,,15,14,18,6.303853988647461
148,0,,,,17,11,16,6.3469555377960205
